0.4428938 1444.4997786 19.2930756 53.1600000 2.6700000 0.0000000 6.1850457
1.1455933 1505.2801963 87.6988908 53.1600000 2.6700000 0.6611005 0.1121043
0.7538208 1451.0168157 19.3190359 53.1600000 2.6700000 5.7112410 0.0998222
1.3360427 33095.2055394 501.8621844 53.1600000 15.9907646 6.2831853 6.2831853
0.3417245 1287.3305893 23.2707868 58.1942221 2.6700000 0.0000000 6.2831853
0.7268804 1452.0305441 19.1720278 53.1600000 2.6700000 0.0000000 0.1011696
3.0756320 33525.0169773 510.1859628 53.1600000 15.9578918 6.2831853 6.2831853
2.6381972 33038.6162021 501.1574752 53.1600000 15.9670632 6.2831853 6.2831853
2.6348117 3701.4180353 80.7587319 108.0470197 6.3127084 6.2831853 0.0000000
0.4595055 1446.9225529 19.2717795 53.1600000 2.6700000 0.0000000 0.1018034
0.5775035 1444.3949906 19.3885855 53.1600000 2.6700000 0.0000000 0.0991660
2.2101372 41000.5502288 620.0000000 115.4790528 22.9440925 6.2831853 0.0000000
3.6822930 7048.1329425 123.3994159 520.5805071 39.9436631 0.0000000 6.2831853
0.0857354 1496.9930794 87.7506478 53.1600000 2.6700000 1.5329922 6.1704235
0.5546678 33883.6288024 515.3097968 53.1600000 15.9509309 0.0000000 6.2831853
